,FullEpr,ScgPlgn,TrnsKLD,NeepScg
0,28.56379745814934,0.5936888873260076,0.9563198888860803,4.348947156333879
1,23.13366177687071,6.419911653007828,6.873266503079438,8.57363593115343
2,8.497061708364576,0.9466273192988939,1.2407841782076514,8.364329931724285
3,19.152205090703305,7.133010288681311,7.090425357243796,10.431248457178599
4,5.577232319460603,1.5881626266846565,1.623864912060457,1.2822084997735896
5,6.392054840988906,0.34694381618345116,0.4369518971401361,6.681044196737387
6,35.061508703451175,2.7696559970664243,2.828899543470167,1.2543864927775288
7,7.033618629184211,6.130894798956704,6.136746930670636,8.146691472310911
8,16.06849124576633,0.8543016971889166,1.7868846140387618,11.111452162619317
9,4.70327070230035,2.5119211774467467,2.54310401145962,0.5887679080056265
10,42.11416798355045,16.96691760784057,17.31262097455103,5.935010319546243
11,9.449092845793906,0.8772028448004865,1.452866214140983,7.699359329160933
12,4.602661499992099,0.7808543755059215,0.7998837870946429,11.597483755132114
13,26.884479505900455,12.97012661371795,12.933737473911071,10.930419781446101
14,0.8993398802169674,0.4541880753830648,0.44871614607078686,0.28346611172859293
15,3.277346541836164,1.1021923892847718,1.1016525388360183,11.838046450668134
16,13.375416778300123,4.449949215694522,4.5616152942153665,1.0061509405975144
17,9.157271687648155,2.6414708851825757,2.9105507723209048,7.842004146100216
18,20.873295954746514,13.516102454421912,13.913399141308034,1.1163955039021352
19,30.229993718061625,23.96846821737441,24.04461314212614,3.7446393189560845
20,8.137013149048963,4.857719752372761,4.873035578070265,6.660120979926953
21,23.767180743212027,1.0569707275793514,1.2755333831769617,20.223683395791124
22,4.413269451670734,0.3811666078030462,0.37165656300246125,0.6958474961795255
23,2.377619949791603,0.9619297164802051,0.990613250392262,2.25093867193508
24,31.33549568723601,11.14010878584289,11.255024027882799,2.9991500130298134
25,11.52379855676855,1.5626177326778488,1.5540002988241015,5.4582926096473745
26,2.721212352406272,0.40883438554769763,0.4119717762938357,3.13505486369245
27,27.82665808133864,18.76085754040969,18.96405373587777,5.074900000122127
28,14.126497443658648,3.4374459320403847,3.438712507056369,45.152997689882156
29,25.428426879568754,12.42349044657753,12.570340624834051,1.5869505228834362
30,10.751103349625977,0.754739145392086,1.3268490049375052,1.7157277147267334
31,33.71943942478048,26.737304669257504,27.874355040456187,0.6691787099014693
32,43.04795609847178,38.42228962007484,39.6102482390841,0.8165455926595341
33,3.911832427249511,0.46113219423607904,0.49983167891191715,1.2900209962853617
34,6.772194627244103,2.256821996666944,2.2563469729051433,9.613468326575333
35,10.105111039067213,0.3178607962140553,0.7202845222692071,1.2799782770508137
36,7.707888264773842,1.1515838890593277,1.4096458344852165,0.31971556509865734
37,10.885128381562229,3.279140600663567,3.328328131098745,2.1637857221661023
38,1.562443529792256,1.4377693286272322,1.44199168710038,3.327767530481872
39,4.664852569672293,4.172690223551503,4.169960366385568,5.341416841885965
40,8.416784990324986,3.8633961990027577,3.8970852720422604,3.996971899748075
41,6.775577811478221,0.8124040871220952,1.207242621001192,1.0847515156074319
42,13.347143828632847,1.6984222265814557,1.7319048644528292,1.4188340539079485
43,53.42577786938826,45.18984057998906,45.36915667322617,2.4286640522013294
44,14.703352815221608,7.890015556234221,8.195973063554522,14.218412198793
45,12.3123833705708,0.6723606645775599,0.8271854401196352,5.903956684936766
46,16.502712755453175,8.310001618206096,8.29779565842526,2.8774367590601932
47,35.7053821113299,0.4895855921284192,0.8272290398296088,3.1710509181222957
48,5.976765929039653,1.3039520576317987,1.3231385732609169,1.5597800791500986
49,6.2215291114535844,2.1757868849583537,2.16305096552326,9.184289928225448
